time,open,high,low,close,tick_volume,spread,real_volume
2026-02-18 17:30:00,1.18192,1.182,1.18185,1.18186,111,0,0
2026-02-18 17:31:00,1.18186,1.18199,1.18183,1.18185,93,0,0
2026-02-18 17:32:00,1.18185,1.18207,1.18183,1.18206,127,0,0
2026-02-18 17:33:00,1.18206,1.18208,1.18196,1.18207,42,0,0
2026-02-18 17:34:00,1.18207,1.18211,1.18199,1.18207,97,0,0
2026-02-18 17:35:00,1.18207,1.18237,1.18205,1.18233,103,0,0
2026-02-18 17:36:00,1.18234,1.18237,1.18225,1.18229,98,0,0
